uri,dcterms:identifier,,ID,rdfs:label,schema:description,schema:category,description:現在の地名,description:リンク,description:備考,description:番号,schema:longitude,schema:latitude,schema:geo^^uri,xywh,schema:url,canvas,schema:relatedLink,schema:image,schema:isPartOf^^uri,description:図
http://example.org/data/10006,10006,,10006,志戸桶間切,七百十弐石余,間切,喜界島の北東部北側,？,,〔1〕,,,,"22491,8194,139,167",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22491,8194,139,167","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22491,8194,139,167/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10007,10007,,10007,東間切,千九百八十六石余,間切,"（ひがまきり）
喜界町／喜界島の北東部南側",？,,〔2〕,,,,"22091,8346,125,163",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22091,8346,125,163","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22091,8346,125,163/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10008,10008,,10008,西目間切之内,いしやく村,村,喜界町伊砂,https://goo.gl/maps/aPxUgDJ9KP2FLFkN7,,〔3〕,,,,"22036,8072,143,164",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22036,8072,143,164","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22036,8072,143,164/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10009,10009,,10009,西目間切,千五十石余,間切,喜界町／喜界島中央部北側,？,,〔4〕,,,,"21757,8016,140,159",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21757,8016,140,159","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21757,8016,140,159/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10010,10010,,10010,わん間切,千八百六拾弐石余,間切,喜界町／喜界島南西部北側,？,,〔5〕,,,,"21276,7967,120,164",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21276,7967,120,164","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21276,7967,120,164/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10011,10011,,10011,荒木間切,千三百廿弐石余,間切,喜界町／喜界島南西部南側,？,,〔6〕,,,,"21079,8106,136,161",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21079,8106,136,161","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21079,8106,136,161/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10012,10012,,10012,荒木間切之内,しつる村,村,喜界町上嘉鉄,https://goo.gl/maps/GGgdyzK3RRp9mJMw7,,〔7〕,,,,"21269,8405,136,157",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21269,8405,136,157","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21269,8405,136,157/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10015,10015,,10015,笠利間切之内,あかきな村,村,笠利町中金久・里・外金久,GPS化困難,,〔10〕,,,,"21206,5357,123,154",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21206,5357,123,154","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21206,5357,123,154/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10014,10014,,10014,笠利間切之内,喜瀬村,村,笠利町喜瀬,https://goo.gl/maps/tYBJXCkYhKhbWfB36,,〔9〕,,,,"20482,5824,132,168",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=20482,5824,132,168","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/20482,5824,132,168/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10013,10013,,10013,笠利間切之内,かとく村,村,龍郷町嘉渡,https://goo.gl/maps/4eRDqb7rnVokN2oU6,,〔8〕,,,,"20347,4426,124,159",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=20347,4426,124,159","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/20347,4426,124,159/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10022,10022,,10022,名瀬間切,千四百十九石余,間切,大島の北部南西側,？,,〔17〕,,,,"19622,4546,144,160",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=19622,4546,144,160","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/19622,4546,144,160/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10021,10021,,10021,名瀬間切之内,うら村,村,龍郷町浦,https://goo.gl/maps/S1xfk8rSY4BDvk8N9,,〔16〕,,,,"19706,5135,128,157",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=19706,5135,128,157","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/19706,5135,128,157/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10020,10020,,10020,笠利間切之内,かしけん村,村,龍郷町赤尾木　加世間（GMに登録なし）,https://maps.gsi.go.jp/#16/28.400282/129.610219/&base=std&ls=std&disp=1&vs=c1j0h0k0l0u0t0z0r0s0m0f1,,〔15〕,,,,"19801,5604,127,157",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=19801,5604,127,157","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/19801,5604,127,157/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10016,10016,,10016,笠利間切之内,やん村,村,笠利町屋仁・川上,https://goo.gl/maps/uNPQjv1a26MqSwX26,,〔11〕,,,,"21393,5016,127,157",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21393,5016,127,157","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21393,5016,127,157/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10017,10017,,10017,笠利間切,千弐石余,間切,"笠利町
笠利町の全域と龍郷町の東端部",GPS化困難,,〔12〕,,,,"21669,5505,134,165",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21669,5505,134,165","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21669,5505,134,165/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10018,10018,,10018,笠利間切之内,うすく村,村,笠利町宇宿,https://goo.gl/maps/FrRANeNA8stQjq5R8,,〔13〕,,,,"21110,6199,133,155",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21110,6199,133,155","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21110,6199,133,155/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10019,10019,,10019,笠利間切之内,せつた村,村,笠利町節田,https://goo.gl/maps/fLjTDsisnJb3gKGQ8,,〔14〕,,,,"20692,6231,134,158",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=20692,6231,134,158","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/20692,6231,134,158/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10080,10080,,10080,あら崎,,崎,喜界町荒木　現荒木崎（地理院）,https://goo.gl/maps/MEPaXa1uMLaZzpHN8,,9,,,,"20748,8205,131,62",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=20748,8205,131,62","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/20748,8205,131,62/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10079,10079,,10079,はいき崎,,崎,現ハイキ崎（地理院）,https://goo.gl/maps/79VRFUcWEh21h4iFA,,8,,,,"21164,7644,62,143",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21164,7644,62,143","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21164,7644,62,143/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10082,10082,,10082,かまふ崎,,崎,喜界町花良治・蒲生,？,,11,,,,"21694,8786,78,157",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21694,8786,78,157","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21694,8786,78,157/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10081,10081,,10081,しつる崎,,崎,喜界町上嘉鉄　現シツル崎（地理院）,https://goo.gl/maps/9oz86GMWgwxfsWGQ7,,10,,,,"21216,8632,66,172",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21216,8632,66,172","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21216,8632,66,172/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10076,10076,,10076,をのつ崎,,崎,喜界町小野津神宮・前金久（私見）,https://goo.gl/maps/HxQXKyLxRyVTvnR8A,,5,,,,"22499,7702,79,169",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22499,7702,79,169","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22499,7702,79,169/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10075,10075,,10075,とひよ崎,,崎,喜界町志戸桶　現トンビ崎（私見）,https://goo.gl/maps/Rxr1MVajdmbwYkLG9,,4,,,,"22839,8184,179,72",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22839,8184,179,72","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22839,8184,179,72/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10083,10083,,10083,大船出入なし,,港湾,喜界町早町,,,12,,,,"22239,8585,84,241",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22239,8585,84,241","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22239,8585,84,241/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10084,10084,,10084,大船出入なし,,港湾,喜界町塩道,,,13,,,,"22357,8584,97,234",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=22357,8584,97,234","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/22357,8584,97,234/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10077,10077,,10077,大船出入なし,,港湾,喜界町池治,,,6,,,,"21557,7656,74,233",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21557,7656,74,233","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21557,7656,74,233/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10074,10074,,10074,おかみ山,,山,喜界町城久,？,,3,,,,"21719,8305,57,93",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21719,8305,57,93","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21719,8305,57,93/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10073,10073,,10073,八幡宮,,寺社,喜界町城久,？,,2,,,,"21727,8212,48,87",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=21727,8212,48,87","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/21727,8212,48,87/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10023,10023,,10023,名瀬間切之内,小敷村,村,名瀬市小宿,https://goo.gl/maps/do5C6gCFUnnW4bY18,,〔18〕,,,,"18713,4041,140,161",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=18713,4041,140,161","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/18713,4041,140,161/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10024,10024,,10024,焼内間切之内,ゆあんかま村,村,大和村湯湾釜,https://goo.gl/maps/CVg39M4dyTWBYJC67,,〔19〕,,,,"17982,3847,136,166",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=17982,3847,136,166","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/17982,3847,136,166/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10001,10001,,10001,"　松平薩摩守
琉球国之内
高六千九百三拾弐石四斗　鬼界嶋
高壱萬四百五拾五石五斗　大嶋
高壱萬九石七斗　徳之嶋
高四千百五拾八石五斗　永良部嶋
高千弐百七拾弐石六斗　与論嶋
都合高三萬弐千八百弐拾八石七斗",,畾紙,,,,,,,,"19477,9851,5001,2137",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=19477,9851,5001,2137","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/19477,9851,5001,2137/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10002,10002,,10002,東,,方位,,,,,,,,"17807,11305,469,485",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=17807,11305,469,485","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/17807,11305,469,485/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10003,10003,,10003,南,,方位,,,,,,,,"5722,11465,351,365",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=5722,11465,351,365","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/5722,11465,351,365/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10004,10004,,10004,北,,方位,,,,,,,,"17632,182,370,373",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=17632,182,370,373","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/17632,182,370,373/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10005,10005,,10005,西,,方位,,,,,,,,"5482,235,343,341",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=5482,235,343,341","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/5482,235,343,341/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10026,10026,,10026,焼内間切之内,なをん村,村,大和村名音,https://goo.gl/maps/ECfVkxEDER1yqs6i6,,〔21〕,,,,"16601,2963,139,160",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=16601,2963,139,160","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/16601,2963,139,160/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10027,10027,,10027,焼内間切之内,うけん村,村,宇検村宇検,https://goo.gl/maps/8qf2Xp1G3nPRZ5xn6,,〔22〕,,,,"15644,2869,141,149",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=15644,2869,141,149","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/15644,2869,141,149/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10028,10028,,10028,焼内間切,千五百一石余,間切,宇検村,https://goo.gl/maps/FaEZPpaqtufsTuox8,,〔23〕,,,,"15772,3295,142,150",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=15772,3295,142,150","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/15772,3295,142,150/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10025,10025,,10025,焼内間切之内,けせん村,村,"大島郡大和村大字大棚・大金久　
「毛陳村」の項に記載あり。（廃村）Google map等で判断",https://goo.gl/maps/7HqtH4c1e6oUx94WA,,〔20〕,,,,"17375,3481,138,147",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=17375,3481,138,147","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/17375,3481,138,147/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10029,10029,,10029,焼内間切之内,すこ村,村,宇検村須古,https://goo.gl/maps/xK4t9Zt8NcxcSBrK6,,〔24〕,,,,"15526,3976,122,155",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=15526,3976,122,155","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/15526,3976,122,155/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10030,10030,,10030,西間切之内,小名瀬村,村,瀬戸内町小名瀬,https://goo.gl/maps/W5ywYCQuZ2Yuf6mg6,,〔25〕,,,,"15039,4330,142,147",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=15039,4330,142,147","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/15039,4330,142,147/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10031,10031,,10031,西間切之内,こし村,村,瀬戸内町古志,https://goo.gl/maps/DRBXGBizoBwdmjWV8,,〔26〕,,,,"15197,3732,121,151",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=15197,3732,121,151","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/15197,3732,121,151/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10032,10032,,10032,西間切之内,へた村,村,宇検村平田,https://goo.gl/maps/8J9Ma2uCP5yEvUpW6,,〔27〕,,,,"14766,3063,120,154",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=14766,3063,120,154","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/14766,3063,120,154/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10033,10033,,10033,西間切之内,西ノ古見村,村,瀬戸内町西古見,https://goo.gl/maps/HJXqc69qbqWKdHmc7,,〔28〕,,,,"14336,2653,122,155",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=14336,2653,122,155","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/14336,2653,122,155/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10034,10034,,10034,西間切,弐千百九十石余,間切,瀬戸内町の西半部,GPS化困難,,〔29〕,,,,"14423,3233,135,157",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=14423,3233,135,157","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/14423,3233,135,157/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
http://example.org/data/10035,10035,,10035,西間切之内,芝村,村,瀬戸内町芝,https://goo.gl/maps/hHV4y7AV2KuBMTvcA,,〔30〕,,,,"13861,3667,116,146",https://hi-ut.github.io/map/iiif/efd483100f1b1b1f8cf5781af08b6325/manifest.json,https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1,"https://lab-hi.github.io/map/iiif/1/manifest.json/canvas/p1#xywh=13861,3667,116,146","https://iiif.dl.itc.u-tokyo.ac.jp/iiif/tmp/hi/1.tif/13861,3667,116,146/200,/0/default.jpg",http://example.org/data/shoho-0001,正保琉球国絵図写
